"code","level1","level2","level3","level4"
"TBT19TI8108","TRD FERRETERIA","TRD ILUMINACIÓN Y ACCESORIOS","TRD VENTILADORES","TRD ACCESORIOS DE VENTILADORES"
"TBT19TI8355","TRD FERRETERIA","TRD ILUMINACIÓN Y ACCESORIOS","TRD VENTILADORES","TRD DE PIE"
"TBT19TI8605","TRD FERRETERIA","TRD ILUMINACIÓN Y ACCESORIOS","TRD VENTILADORES","TRD MESA"
"TBT19TI8644","TRD FERRETERIA","TRD ILUMINACIÓN Y ACCESORIOS","TRD VENTILADORES","TRD PARED"
"TBT19TI8825","TRD FERRETERIA","TRD ILUMINACIÓN Y ACCESORIOS","TRD VENTILADORES","TRD TECHOS"
"TBT20T60170","TRD FERRETERIA","TRD INDUSTRIAL","TRD CONTROL","TRD ARRANCADORES"
"TBT20T60883","TRD FERRETERIA","TRD INDUSTRIAL","TRD CONTROL","TRD VARIADORES DE FRECUENCIA"
"TBT20T60897","TRD FERRETERIA","TRD INDUSTRIAL","TRD CONTROL","TRD VECTORES"
"TBT20T69498","TRD FERRETERIA","TRD INDUSTRIAL","TRD EQUIPO DE MONITOREO","TRD HERRAMIENTAS PREDICTIVAS"
"TBT20T99445","TRD FERRETERIA","TRD INDUSTRIAL","TRD LUBRICACIÓN INDUSTRIAL","TRD FILTROS INDUSTRIALES"
"TBT20T99566","TRD FERRETERIA","TRD INDUSTRIAL","TRD LUBRICACIÓN INDUSTRIAL","TRD LUBRICANTES INDUSTRIALES"
"TBT20TG8120","TRD FERRETERIA","TRD INDUSTRIAL","TRD TRANSMISIÓN DE POTENCIA","TRD ACOPLES INDUSTRIALES"
"TBT20TG8234","TRD FERRETERIA","TRD INDUSTRIAL","TRD TRANSMISIÓN DE POTENCIA","TRD CADENAS INDUSTRIALES"
"TBT20TG8430","TRD FERRETERIA","TRD INDUSTRIAL","TRD TRANSMISIÓN DE POTENCIA","TRD FAJAS INDUSTRIALES"
"TBT20TG8519","TRD FERRETERIA","TRD INDUSTRIAL","TRD TRANSMISIÓN DE POTENCIA","TRD INSTRUMENTACIÓN"
"TBT20TG8580","TRD FERRETERIA","TRD INDUSTRIAL","TRD TRANSMISIÓN DE POTENCIA","TRD MANGUERAS INDUSTRIALES"
"TBT20TG8634","TRD FERRETERIA","TRD INDUSTRIAL","TRD TRANSMISIÓN DE POTENCIA","TRD OTROS"
"TBT20TG8677","TRD FERRETERIA","TRD INDUSTRIAL","TRD TRANSMISIÓN DE POTENCIA","TRD PIÑONES"
"TBT20TG8701","TRD FERRETERIA","TRD INDUSTRIAL","TRD TRANSMISIÓN DE POTENCIA","TRD POLEAS"
"TBT21T03103","TRD FERRETERIA","TRD JARDÍN","TRD ACCESORIOS","TRD ACCESORIOS"
"TBT21T03488","TRD FERRETERIA","TRD JARDÍN","TRD ACCESORIOS","TRD GUANTES"
"TBT21T03901","TRD FERRETERIA","TRD JARDÍN","TRD ACCESORIOS","TRD VESTIMENTA"
"TBT21T31210","TRD FERRETERIA","TRD JARDÍN","TRD BOMBAS DE FUMIGACIÓN","TRD BOMBA DE FUMIGACIÓN CONVENCIONAL"
"TBT21T31211","TRD FERRETERIA","TRD JARDÍN","TRD BOMBAS DE FUMIGACIÓN","TRD BOMBA DE FUMIGACIÓN DE MOCHILA"
"TBT21T65415","TRD FERRETERIA","TRD JARDÍN","TRD DECORACIÓN","TRD ESTATUAS"
"TBT21T65466","TRD FERRETERIA","TRD JARDÍN","TRD DECORACIÓN","TRD FUENTES"
"TBT21T65567","TRD FERRETERIA","TRD JARDÍN","TRD DECORACIÓN","TRD MACETAS"
"TBT21T65667","TRD FERRETERIA","TRD JARDÍN","TRD DECORACIÓN","TRD PIEDRAS DECORATIVAS"
"TBT21T65727","TRD FERRETERIA","TRD JARDÍN","TRD DECORACIÓN","TRD PROTECTORES DE SOL"
"TBT21T89517","TRD FERRETERIA","TRD JARDÍN","TRD INSECTICIDAS","TRD INSECTICIDAS PARA CASA Y JARDIN"
"TBT21T91175","TRD FERRETERIA","TRD JARDÍN","TRD IRRIGACIÓN","TRD ASPERSORES"
"TBT21T91212","TRD FERRETERIA","TRD JARDÍN","TRD IRRIGACIÓN","TRD BOMBAS DE RIEGO"
"TBT21T91578","TRD FERRETERIA","TRD JARDÍN","TRD IRRIGACIÓN","TRD MANGUERAS"
"TBT21T91683","TRD FERRETERIA","TRD JARDÍN","TRD IRRIGACIÓN","TRD PISTOLAS Y ACCESORIOS"
"TBT21T91709","TRD FERRETERIA","TRD JARDÍN","TRD IRRIGACIÓN","TRD PORTA MANGUERAS"
"TBT21TC7161","TRD FERRETERIA","TRD JARDÍN","TRD PLANTAS","TRD ANUALES"
"TBT21TC7165","TRD FERRETERIA","TRD JARDÍN","TRD PLANTAS","TRD ARBUSTOS"
"TBT21TC7229","TRD FERRETERIA","TRD JARDÍN","TRD PLANTAS","TRD BULBOS"
"TBT21TC7278","TRD FERRETERIA","TRD JARDÍN","TRD PLANTAS","TRD CÉSPED"
"TBT21TC7340","TRD FERRETERIA","TRD JARDÍN","TRD PLANTAS","TRD CUBRE SUELO"
"TBT21TC7449","TRD FERRETERIA","TRD JARDÍN","TRD PLANTAS","TRD FLORES"
"TBT21TC7622","TRD FERRETERIA","TRD JARDÍN","TRD PLANTAS","TRD NAVIDAD"
"TBT21TC7657","TRD FERRETERIA","TRD JARDÍN","TRD PLANTAS","TRD PERENNES"
"TBT21TC7688","TRD FERRETERIA","TRD JARDÍN","TRD PLANTAS","TRD PLANTAS"
"TBT21TC7768","TRD FERRETERIA","TRD JARDÍN","TRD PLANTAS","TRD SEMILLAS"
"TBT21TC7862","TRD FERRETERIA","TRD JARDÍN","TRD PLANTAS","TRD TROPICALES"
"TBT24T26176","TRD FERRETERIA","TRD MAQUINARIA Y EQUIPOS","TRD ASPIRADORAS","TRD ASPIRADORAS"
"TBT24T57103","TRD FERRETERIA","TRD MAQUINARIA Y EQUIPOS","TRD COMPRESORES Y ACCESORIOS","TRD ACCESORIOS"
"TBT24T57308","TRD FERRETERIA","TRD MAQUINARIA Y EQUIPOS","TRD COMPRESORES Y ACCESORIOS","TRD COMPRESORES"
"TBT24T78194","TRD FERRETERIA","TRD MAQUINARIA Y EQUIPOS","TRD GENERADORES","TRD BATERÍA"
"TBT24T78374","TRD FERRETERIA","TRD MAQUINARIA Y EQUIPOS","TRD GENERADORES","TRD DIESEL"
"TBT24T78473","TRD FERRETERIA","TRD MAQUINARIA Y EQUIPOS","TRD GENERADORES","TRD GASOLINA"
"TBT24T85502","TRD FERRETERIA","TRD MAQUINARIA Y EQUIPOS","TRD HIDROLAVADORAS","TRD HIDROLAVADORAS"
"TBT24TA5584","TRD FERRETERIA","TRD MAQUINARIA Y EQUIPOS","TRD MÁQUINA DE SOLDAR","TRD MÁQUINA DE SOLDAR"
"TBT24TA5611","TRD FERRETERIA","TRD MAQUINARIA Y EQUIPOS","TRD MÁQUINA DE SOLDAR","TRD MIG"
"TBT24TB1609","TRD FERRETERIA","TRD MAQUINARIA Y EQUIPOS","TRD MEZCLADORAS","TRD MEZCLADORAS"
"TBT24TD2323","TRD FERRETERIA","TRD MAQUINARIA Y EQUIPOS","TRD PODADORAS","TRD CORTABORDES"
"TBT24TD2352","TRD FERRETERIA","TRD MAQUINARIA Y EQUIPOS","TRD PODADORAS","TRD DE HILO"
"TBT24TD2360","TRD FERRETERIA","TRD MAQUINARIA Y EQUIPOS","TRD PODADORAS","TRD DE TRACTOR"
"TBT24TD2618","TRD FERRETERIA","TRD MAQUINARIA Y EQUIPOS","TRD PODADORAS","TRD MOTOSIERRA"
"TBT24TG1826","TRD FERRETERIA","TRD MAQUINARIA Y EQUIPOS","TRD TECLES","TRD TECLES"
"TBT24TG7855","TRD FERRETERIA","TRD MAQUINARIA Y EQUIPOS","TRD TORNOS","TRD TORNOS"
"TBT24TH2860","TRD FERRETERIA","TRD MAQUINARIA Y EQUIPOS","TRD TROMPOS","TRD TROMPOS"
"TBT27T04111","TRD FERRETERIA","TRD PLOMERÍA","TRD ACCESORIOS DE PLOMERÍA","TRD ACCESORIOS VARIOS"
"TBT27T04119","TRD FERRETERIA","TRD PLOMERÍA","TRD ACCESORIOS DE PLOMERÍA","TRD ACOPLES"
"TBT27T04174","TRD FERRETERIA","TRD PLOMERÍA","TRD ACCESORIOS DE PLOMERÍA","TRD ASPERSIONES"
"TBT27T04390","TRD FERRETERIA","TRD PLOMERÍA","TRD ACCESORIOS DE PLOMERÍA","TRD EMPAQUES"
"TBT27T04422","TRD FERRETERIA","TRD PLOMERÍA","TRD ACCESORIOS DE PLOMERÍA","TRD EXTENSIONES"
"TBT27T66367","TRD FERRETERIA","TRD PLOMERÍA","TRD DESAGÜE","TRD DESAGÜE"
"TBT27T66368","TRD FERRETERIA","TRD PLOMERÍA","TRD DESAGÜE","TRD DESATORNILLADORES"
"TBT27T74128","TRD FERRETERIA","TRD PLOMERÍA","TRD FILTROS DE AGUA","TRD AGUA"
"TBT27T74745","TRD FERRETERIA","TRD PLOMERÍA","TRD FILTROS DE AGUA","TRD REPUESTOS"
"TBT27TB3140","TRD FERRETERIA","TRD PLOMERÍA","TRD MOTORES Y BOMBAS","TRD ALIMENTICIOS"
"TBT27TB3542","TRD FERRETERIA","TRD PLOMERÍA","TRD MOTORES Y BOMBAS","TRD LAVABLES"
"TBT27TB3725","TRD FERRETERIA","TRD PLOMERÍA","TRD MOTORES Y BOMBAS","TRD PROPÓSITO GENERAL"
"TBT27TB3818","TRD FERRETERIA","TRD PLOMERÍA","TRD MOTORES Y BOMBAS","TRD TANQUES"
"TBT27TB6623","TRD FERRETERIA","TRD PLOMERÍA","TRD NIPLES","TRD NIPLES"
"TBT27TD8554","TRD FERRETERIA","TRD PLOMERÍA","TRD QUÍMICOS PARA DESTAPAR","TRD LÍQUIDOS"
"TBT27TD8705","TRD FERRETERIA","TRD PLOMERÍA","TRD QUÍMICOS PARA DESTAPAR","TRD POLVO"
"TBT27TE2169","TRD FERRETERIA","TRD PLOMERÍA","TRD REPUESTOS DE PLOMERÍA","TRD AROS DE CERA"
"TBT27TE2188","TRD FERRETERIA","TRD PLOMERÍA","TRD REPUESTOS DE PLOMERÍA","TRD BAÑO"
"TBT27TE2746","TRD FERRETERIA","TRD PLOMERÍA","TRD REPUESTOS DE PLOMERÍA","TRD REPUESTOS VARIAS"
"TBT27TE2748","TRD FERRETERIA","TRD PLOMERÍA","TRD REPUESTOS DE PLOMERÍA","TRD RESISTENCIAS"
"TBT27TE8786","TRD FERRETERIA","TRD PLOMERÍA","TRD SIFONES","TRD SIFONES"
"TBT27TG2827","TRD FERRETERIA","TRD PLOMERÍA","TRD TEFLÓN","TRD TEFLÓN"
"TBT27TH1859","TRD FERRETERIA","TRD PLOMERÍA","TRD TRITURADORES","TRD TRITURADORES"
"TBT27TH8876","TRD FERRETERIA","TRD PLOMERÍA","TRD TUBOS DE ABASTO","TRD TUBOS DE ABASTO"
"TBT27TI1309","TRD FERRETERIA","TRD PLOMERÍA","TRD VÁLVULAS","TRD COMPUERTA"
"TBT27TI1328","TRD FERRETERIA","TRD PLOMERÍA","TRD VÁLVULAS","TRD CPVC"
"TBT27TI1351","TRD FERRETERIA","TRD PLOMERÍA","TRD VÁLVULAS","TRD DE GLOBO"
"TBT27TI1369","TRD FERRETERIA","TRD PLOMERÍA","TRD VÁLVULAS","TRD DESCARGA"
"TBT27TI1394","TRD FERRETERIA","TRD PLOMERÍA","TRD VÁLVULAS","TRD ENTRADA"
"TBT27TI1443","TRD FERRETERIA","TRD PLOMERÍA","TRD VÁLVULAS","TRD FILPRO"
"TBT27TI1450","TRD FERRETERIA","TRD PLOMERÍA","TRD VÁLVULAS","TRD FLUIDMASTER"
"TBT27TI1731","TRD FERRETERIA","TRD PLOMERÍA","TRD VÁLVULAS","TRD PVC"
"TBT27TI1741","TRD FERRETERIA","TRD PLOMERÍA","TRD VÁLVULAS","TRD REGULADORA"
"TBT27TI1763","TRD FERRETERIA","TRD PLOMERÍA","TRD VÁLVULAS","TRD SALIDA"
"TBT27TI1767","TRD FERRETERIA","TRD PLOMERÍA","TRD VÁLVULAS","TRD SEGURIDAD"
"TBT27TI3895","TRD FERRETERIA","TRD PLOMERÍA","TRD VARIOS PLOMERÍA","TRD VARIOS PLOMERÍA"
"TBT27TI7428","TRD FERRETERIA","TRD PLOMERÍA","TRD VENTILACIÓN","TRD EXTRACTORES"
"TBT27TI7742","TRD FERRETERIA","TRD PLOMERÍA","TRD VENTILACIÓN","TRD REJILLAS"
"TBT30T24103","TRD FERRETERIA","TRD RECREACIÓN","TRD ARMERÍA","TRD ACCESORIOS"
"TBT30T24621","TRD FERRETERIA","TRD RECREACIÓN","TRD ARMERÍA","TRD MUNICIONES"
"TBT30T24681","TRD FERRETERIA","TRD RECREACIÓN","TRD ARMERÍA","TRD PISTOLAS"
"TBT30T88202","TRD FERRETERIA","TRD RECREACIÓN","TRD IMPLEMENTOS DEPORTIVOS","TRD BICICLETAS"
"TBT30T88585","TRD FERRETERIA","TRD RECREACIÓN","TRD IMPLEMENTOS DEPORTIVOS","TRD MÁQUINAS EJERCITADORAS"
"TBT30T88663","TRD FERRETERIA","TRD RECREACIÓN","TRD IMPLEMENTOS DEPORTIVOS","TRD PESCA"
"TBT31TD6156","TRD FERRETERIA","TRD SEGURIDAD Y PROTECCIÓN","TRD PROTECCIÓN","TRD ANTEOJOS"
"TBT31TD6159","TRD FERRETERIA","TRD SEGURIDAD Y PROTECCIÓN","TRD PROTECCIÓN","TRD ANTIDESLIZANTES"
"TBT31TD6168","TRD FERRETERIA","TRD SEGURIDAD Y PROTECCIÓN","TRD PROTECCIÓN","TRD ARNÉS"
"TBT31TD6217","TRD FERRETERIA","TRD SEGURIDAD Y PROTECCIÓN","TRD PROTECCIÓN","TRD BOTAS DE HULE"
"TBT31TD6253","TRD FERRETERIA","TRD SEGURIDAD Y PROTECCIÓN","TRD PROTECCIÓN","TRD CAPAS"
"TBT31TD6262","TRD FERRETERIA","TRD SEGURIDAD Y PROTECCIÓN","TRD PROTECCIÓN","TRD CASCOS"
"TBT31TD6279","TRD FERRETERIA","TRD SEGURIDAD Y PROTECCIÓN","TRD PROTECCIÓN","TRD CHALECOS"
"TBT31TD6283","TRD FERRETERIA","TRD SEGURIDAD Y PROTECCIÓN","TRD PROTECCIÓN","TRD CINTA ""PRECAUCIÓN"""
"TBT31TD6286","TRD FERRETERIA","TRD SEGURIDAD Y PROTECCIÓN","TRD PROTECCIÓN","TRD CINTURÓN DE HERRAMIENTA"
"TBT31TD6287","TRD FERRETERIA","TRD SEGURIDAD Y PROTECCIÓN","TRD PROTECCIÓN","TRD CINTURONES"
"TBT31TD6317","TRD FERRETERIA","TRD SEGURIDAD Y PROTECCIÓN","TRD PROTECCIÓN","TRD CONOS"
"TBT31TD6364","TRD FERRETERIA","TRD SEGURIDAD Y PROTECCIÓN","TRD PROTECCIÓN","TRD DELANTALES"
"TBT31TD6488","TRD FERRETERIA","TRD SEGURIDAD Y PROTECCIÓN","TRD PROTECCIÓN","TRD GUANTES"
"TBT31TD6573","TRD FERRETERIA","TRD SEGURIDAD Y PROTECCIÓN","TRD PROTECCIÓN","TRD MALLA DE SEGURIDAD"
"TBT31TD6593","TRD FERRETERIA","TRD SEGURIDAD Y PROTECCIÓN","TRD PROTECCIÓN","TRD MASCARAS / CARETAS"
"TBT31TD6632","TRD FERRETERIA","TRD SEGURIDAD Y PROTECCIÓN","TRD PROTECCIÓN","TRD OREJERAS"
"TBT31TD6759","TRD FERRETERIA","TRD SEGURIDAD Y PROTECCIÓN","TRD PROTECCIÓN","TRD RÓTULOS"
"TBT31TD6915","TRD FERRETERIA","TRD SEGURIDAD Y PROTECCIÓN","TRD PROTECCIÓN","TRD ZAPATOS"
"TBT31TI4889","TRD FERRETERIA","TRD SEGURIDAD Y PROTECCIÓN","TRD VARIOS SEGURIDAD Y PROTECCIÓN","TRD VARIOS"
"TBT33T34233","TRD FERRETERIA","TRD UTILITARIOS","TRD CADENAS","TRD CADENA"
"TBT33T34235","TRD FERRETERIA","TRD UTILITARIOS","TRD CADENAS","TRD CADENAS POR METRO"
"TBT33T34486","TRD FERRETERIA","TRD UTILITARIOS","TRD CADENAS","TRD GRILLETES"
"TBT33T34880","TRD FERRETERIA","TRD UTILITARIOS","TRD CADENAS","TRD UNIONES"
"TBT33T45469","TRD FERRETERIA","TRD UTILITARIOS","TRD CEDAZOS","TRD GALLINERO"
"TBT33T45617","TRD FERRETERIA","TRD UTILITARIOS","TRD CEDAZOS","TRD MOSQUITERO"
"TBT33T51582","TRD FERRETERIA","TRD UTILITARIOS","TRD COBERTORES","TRD MANTEADOS"
"TBT33T51691","TRD FERRETERIA","TRD UTILITARIOS","TRD COBERTORES","TRD PLÁSTICO NEGRO"
"TBT33T51764","TRD FERRETERIA","TRD UTILITARIOS","TRD COBERTORES","TRD SARÁN"
"TBT33TE4749","TRD FERRETERIA","TRD UTILITARIOS","TRD RESORTES","TRD RESORTES"
"TBT33TF1795","TRD FERRETERIA","TRD UTILITARIOS","TRD SOGAS","TRD SOGAS / MECATES VARIAS"
"TBT33TF1796","TRD FERRETERIA","TRD UTILITARIOS","TRD SOGAS","TRD SOGAS POR METRO (MECATES)"
"TBT35TK1917","TRD FERRETERIA","TRD INSTALACIONES DE GAS","TRD TUBERIA PARA GAS","TRD TUBOS PARA GAS"
"TBT35TK2918","TRD FERRETERIA","TRD INSTALACIONES DE GAS","TRD CONEXIONES Y ACCESORIOS DE GAS","TRD CODOS PAGA GAS"
"TBT35TK2919","TRD FERRETERIA","TRD INSTALACIONES DE GAS","TRD CONEXIONES Y ACCESORIOS DE GAS","TRD CONECTORES PARA GAS"
"TBT35TK2920","TRD FERRETERIA","TRD INSTALACIONES DE GAS","TRD CONEXIONES Y ACCESORIOS DE GAS","TRD COPLES PARA GAS"
"TBT35TK2921","TRD FERRETERIA","TRD INSTALACIONES DE GAS","TRD CONEXIONES Y ACCESORIOS DE GAS","TRD CRUZ PARA GAS"
"TBT35TK2922","TRD FERRETERIA","TRD INSTALACIONES DE GAS","TRD CONEXIONES Y ACCESORIOS DE GAS","TRD DUCTOS PARA GAS"
"TBT35TK2923","TRD FERRETERIA","TRD INSTALACIONES DE GAS","TRD CONEXIONES Y ACCESORIOS DE GAS","TRD REDUCTORES PARA GAS"
"TBT35TK2924","TRD FERRETERIA","TRD INSTALACIONES DE GAS","TRD CONEXIONES Y ACCESORIOS DE GAS","TRD REGULADORES PARA GAS"
"TCT01T20151","TRD ESTRUCTURA","TRD ACERO LARGOS","TRD ANGULARES","TRD ANGULARES DE HIERRO"
"TCT01T20152","TRD ESTRUCTURA","TRD ACERO LARGOS","TRD ANGULARES","TRD ANGULOS DE ACERO"
"TCT01TC9191","TRD ESTRUCTURA","TRD ACERO LARGOS","TRD PLATINAS","TRD BARRAS DE ACERO"
"TCT01TC9695","TRD ESTRUCTURA","TRD ACERO LARGOS","TRD PLATINAS","TRD PLATINAS"
"TCT01TC9696","TRD ESTRUCTURA","TRD ACERO LARGOS","TRD PLATINAS","TRD PLATINAS DE HIERRO"
"TCT01TC9697","TRD ESTRUCTURA","TRD ACERO LARGOS","TRD PLATINAS","TRD PLATINAS DECORADAS"
"TCT01TG9134","TRD ESTRUCTURA","TRD ACERO LARGOS","TRD TREFILADOS","TRD ALAMBRE DE AMARRE"
"TCT01TG9135","TRD ESTRUCTURA","TRD ACERO LARGOS","TRD TREFILADOS","TRD ALAMBRE DE PÚAS"
"TCT01TG9136","TRD ESTRUCTURA","TRD ACERO LARGOS","TRD TREFILADOS","TRD ALAMBRE GALVANIZADO"
"TCT01TG9137","TRD ESTRUCTURA","TRD ACERO LARGOS","TRD TREFILADOS","TRD ALAMBRE NEGRO RECOCIDO"
"TCT01TG9290","TRD ESTRUCTURA","TRD ACERO LARGOS","TRD TREFILADOS","TRD CLAVOS PARA CONCRETO"
"TCT01TG9291","TRD ESTRUCTURA","TRD ACERO LARGOS","TRD TREFILADOS","TRD CLAVOS PARA MADERA"
"TCT01TG9387","TRD ESTRUCTURA","TRD ACERO LARGOS","TRD TREFILADOS","TRD ELECTROMALLA/ARMADURA PLANA"
"TCT01TG9410","TRD ESTRUCTURA","TRD ACERO LARGOS","TRD TREFILADOS","TRD ESPECIALES TREFILERIA"
"TCT01TG9476","TRD ESTRUCTURA","TRD ACERO LARGOS","TRD TREFILADOS","TRD GAZAS"
"TCT01TG9484","TRD ESTRUCTURA","TRD ACERO LARGOS","TRD TREFILADOS","TRD GRAPAS PARA CERCA"
"TCT01TG9574","TRD ESTRUCTURA","TRD ACERO LARGOS","TRD TREFILADOS","TRD MALLA GALVANIZADA"
"TCT01TG9804","TRD ESTRUCTURA","TRD ACERO LARGOS","TRD TREFILADOS","TRD SUPER MALLA ELECTROGALVANIZADA"
"TCT01TG9933","TRD ESTRUCTURA","TRD ACERO LARGOS","TRD TREFILADOS","TRD ACCESORIOS CERRAMIENTO"
"TCT01TG9934","TRD ESTRUCTURA","TRD ACERO LARGOS","TRD TREFILADOS","TRD MALLA CERRAMIENTO"
"TCT01TI2596","TRD ESTRUCTURA","TRD ACERO LARGOS","TRD VARILLAS","TRD MATERIAL FERRALLADO"
"TCT01TI2884","TRD ESTRUCTURA","TRD ACERO LARGOS","TRD VARILLAS","TRD VARILLA ""W"" - 706"
"TCT01TI2885","TRD ESTRUCTURA","TRD ACERO LARGOS","TRD VARILLAS","TRD VARILLA DEFORMADA/CORRUGADA"
"TCT01TI2886","TRD ESTRUCTURA","TRD ACERO LARGOS","TRD VARILLAS","TRD VARILLA EN ROLLO"
"TCT01TI2887","TRD ESTRUCTURA","TRD ACERO LARGOS","TRD VARILLAS","TRD VARILLA LISA"
"TCT01TI9906","TRD ESTRUCTURA","TRD ACERO LARGOS","TRD VIGAS","TRD VIGAS DE ACERO"
"TCT01TI9907","TRD ESTRUCTURA","TRD ACERO LARGOS","TRD VIGAS","TRD VIGAS UPN; IPN"
"TCT01TI9908","TRD ESTRUCTURA","TRD ACERO LARGOS","TRD VIGAS","TRD VIGAS WF"
"TCT02TB9116","TRD ESTRUCTURA","TRD ACERO PLANOS","TRD OTROS ACEROS PLANOS","TRD ACERO INOXIDABLE EN LAMINAS"
"TCT02TB9148","TRD ESTRUCTURA","TRD ACERO PLANOS","TRD OTROS ACEROS PLANOS","TRD ALUMINIO LISO"
"TCT02TB9448","TRD ESTRUCTURA","TRD ACERO PLANOS","TRD OTROS ACEROS PLANOS","TRD FLEJE GALVANIZADO Y NEGRO"
"TCT02TB9504","TRD ESTRUCTURA","TRD ACERO PLANOS","TRD OTROS ACEROS PLANOS","TRD HIERRO ZINCOR EN LAMINAS"
"TCT02TB9505","TRD ESTRUCTURA","TRD ACERO PLANOS","TRD OTROS ACEROS PLANOS","TRD HIERROS NEGROS"
"TCT02TB9538","TRD ESTRUCTURA","TRD ACERO PLANOS","TRD OTROS ACEROS PLANOS","TRD LAMINAS DE METAL EXPANDIDO"
"TCT02TC3659","TRD ESTRUCTURA","TRD ACERO PLANOS","TRD PERFILES","TRD PERFILES ""Z"""
"TCT02TC3660","TRD ESTRUCTURA","TRD ACERO PLANOS","TRD PERFILES","TRD PERFILES GALVANIZADOS"
"TCT02TC3661","TRD ESTRUCTURA","TRD ACERO PLANOS","TRD PERFILES","TRD PERFILES NEGROS"
"TCT02TF9104","TRD ESTRUCTURA","TRD ACERO PLANOS","TRD TECHOS ACERO","TRD ACCESORIOS CANOAS; CUMBRERAS; BOTAGU"
"TCT02TF9275","TRD ESTRUCTURA","TRD ACERO PLANOS","TRD TECHOS ACERO","TRD CERCHAS"
